Age_Group,State,Year,deaths,population
35-44,Massachusetts,2016,1470,825013
35-44,Massachusetts,2017,1504,830501
35-44,Massachusetts,2018,1452,840652
35-44,Michigan,1999,3320,1605358
35-44,Michigan,2000,3283,1598373
35-44,Michigan,2001,3251,1578045
35-44,Michigan,2002,3176,1548584
35-44,Michigan,2003,2983,1517569
35-44,Michigan,2004,2880,1490188
35-44,Michigan,2005,2887,1464812
35-44,Michigan,2006,2853,1439699
35-44,Michigan,2007,2619,1403148
35-44,Michigan,2008,2572,1356673
35-44,Michigan,2009,2522,1308098
35-44,Michigan,2010,2452,1277974
35-44,Michigan,2011,2445,1242195
35-44,Michigan,2012,2289,1221551
35-44,Michigan,2013,2353,1202521
35-44,Michigan,2014,2381,1189201
35-44,Michigan,2015,2445,1175461
35-44,Michigan,2016,2528,1157262
35-44,Michigan,2017,2511,1155834
35-44,Michigan,2018,2666,1163189
35-44,Minnesota,1999,1129,823041
35-44,Minnesota,2000,1117,824182
35-44,Minnesota,2001,1065,820143
35-44,Minnesota,2002,1051,808088
35-44,Minnesota,2003,1091,793001
35-44,Minnesota,2004,1014,779638
35-44,Minnesota,2005,1020,765460
35-44,Minnesota,2006,1004,751384
35-44,Minnesota,2007,920,733084
35-44,Minnesota,2008,910,711830
35-44,Minnesota,2009,910,692200
35-44,Minnesota,2010,821,681094
35-44,Minnesota,2011,809,670486
35-44,Minnesota,2012,855,667219
35-44,Minnesota,2013,864,668291
35-44,Minnesota,2014,824,669946
35-44,Minnesota,2015,878,673698
35-44,Minnesota,2016,930,676706
35-44,Minnesota,2017,941,694463
35-44,Minnesota,2018,917,710265
35-44,Mississippi,1999,1292,424613
35-44,Mississippi,2000,1292,425372
35-44,Mississippi,2001,1327,420426
35-44,Mississippi,2002,1276,413304
35-44,Mississippi,2003,1268,406696
35-44,Mississippi,2004,1195,402330
35-44,Mississippi,2005,1252,398571
35-44,Mississippi,2006,1263,393261
35-44,Mississippi,2007,1192,390145
35-44,Mississippi,2008,1110,385537
35-44,Mississippi,2009,1099,378587
35-44,Mississippi,2010,1030,374947
35-44,Mississippi,2011,1073,369936
35-44,Mississippi,2012,1071,369947
35-44,Mississippi,2013,1047,369996
35-44,Mississippi,2014,1035,368864
35-44,Mississippi,2015,1082,367843
35-44,Mississippi,2016,1120,365535
35-44,Mississippi,2017,1075,364095
35-44,Mississippi,2018,1093,364998
35-44,Missouri,1999,1932,886824
35-44,Missouri,2000,1869,887569
35-44,Missouri,2001,1932,878866
35-44,Missouri,2002,1960,864097
35-44,Missouri,2003,1920,847447
35-44,Missouri,2004,1774,833643
35-44,Missouri,2005,1865,821793
35-44,Missouri,2006,1776,811090
35-44,Missouri,2007,1644,796480
35-44,Missouri,2008,1611,777929
35-44,Missouri,2009,1565,759772
35-44,Missouri,2010,1556,748616
35-44,Missouri,2011,1511,735499
35-44,Missouri,2012,1518,730782
35-44,Missouri,2013,1560,731076
35-44,Missouri,2014,1524,731526
35-44,Missouri,2015,1574,732675
35-44,Missouri,2016,1737,731038
35-44,Missouri,2017,1775,735574
35-44,Missouri,2018,1872,744539
35-44,Montana,1999,265,144225
35-44,Montana,2000,253,141941
35-44,Montana,2001,274,137584
35-44,Montana,2002,265,133393
35-44,Montana,2003,279,128835
35-44,Montana,2004,271,125849
35-44,Montana,2005,263,122727
35-44,Montana,2006,258,121001
35-44,Montana,2007,229,119001
35-44,Montana,2008,241,116792
35-44,Montana,2009,250,113930
35-44,Montana,2010,229,112945
35-44,Montana,2011,234,112121
35-44,Montana,2012,240,112927
35-44,Montana,2013,253,114744
35-44,Montana,2014,234,115765
35-44,Montana,2015,266,117327
35-44,Montana,2016,281,119445
35-44,Montana,2017,266,122795
35-44,Montana,2018,247,126396
35-44,Nebraska,1999,434,265907
35-44,Nebraska,2000,378,263834
35-44,Nebraska,2001,432,258523
35-44,Nebraska,2002,468,253612
35-44,Nebraska,2003,400,247975
35-44,Nebraska,2004,350,243764
35-44,Nebraska,2005,386,238969
35-44,Nebraska,2006,368,234803
35-44,Nebraska,2007,393,230073
35-44,Nebraska,2008,369,225238
35-44,Nebraska,2009,320,221821
35-44,Nebraska,2010,294,220838
35-44,Nebraska,2011,357,219833
35-44,Nebraska,2012,313,220649
35-44,Nebraska,2013,339,223477
35-44,Nebraska,2014,360,225333
35-44,Nebraska,2015,318,228643
35-44,Nebraska,2016,347,230528
35-44,Nebraska,2017,390,234673
35-44,Nebraska,2018,398,239311
35-44,Nevada,1999,731,315154
35-44,Nevada,2000,741,321961
35-44,Nevada,2001,740,334104
35-44,Nevada,2002,797,341186
35-44,Nevada,2003,820,348011
35-44,Nevada,2004,766,358996
35-44,Nevada,2005,854,368985
35-44,Nevada,2006,840,379904
35-44,Nevada,2007,835,386271
35-44,Nevada,2008,777,388355
35-44,Nevada,2009,747,386059
35-44,Nevada,2010,716,383043
35-44,Nevada,2011,725,378299
35-44,Nevada,2012,697,379588
35-44,Nevada,2013,681,379312
35-44,Nevada,2014,730,382743
35-44,Nevada,2015,750,385541
35-44,Nevada,2016,770,387758
35-44,Nevada,2017,767,397068
35-44,Nevada,2018,835,403153
35-44,New Hampshire,1999,281,220733
35-44,New Hampshire,2000,327,221179
35-44,New Hampshire,2001,307,221580
35-44,New Hampshire,2002,309,219355
35-44,New Hampshire,2003,322,216053
35-44,New Hampshire,2004,303,212257
35-44,New Hampshire,2005,323,208405
35-44,New Hampshire,2006,271,204235
35-44,New Hampshire,2007,280,198938
35-44,New Hampshire,2008,267,192117
35-44,New Hampshire,2009,245,184831
35-44,New Hampshire,2010,232,179178
35-44,New Hampshire,2011,229,172475
35-44,New Hampshire,2012,219,167335
35-44,New Hampshire,2013,195,162156
35-44,New Hampshire,2014,251,158491
35-44,New Hampshire,2015,322,154977
35-44,New Hampshire,2016,350,152181
35-44,New Hampshire,2017,278,152032
35-44,New Hampshire,2018,323,154674
35-44,New Jersey,1999,2770,1431166
35-44,New Jersey,2000,2693,1435106
35-44,New Jersey,2001,2878,1438471
35-44,New Jersey,2002,2602,1430280
35-44,New Jersey,2003,2448,1415251
35-44,New Jersey,2004,2350,1396535
35-44,New Jersey,2005,2298,1376848
35-44,New Jersey,2006,2266,1354889
35-44,New Jersey,2007,2069,1324931
35-44,New Jersey,2008,1917,1292791
35-44,New Jersey,2009,1810,1260652
35-44,New Jersey,2010,1698,1238297
35-44,New Jersey,2011,1662,1211530
35-44,New Jersey,2012,1648,1198542
35-44,New Jersey,2013,1675,1181223
35-44,New Jersey,2014,1588,1173603
35-44,New Jersey,2015,1663,1163962
35-44,New Jersey,2016,1784,1146197
35-44,New Jersey,2017,1938,1153694
35-44,New Jersey,2018,2021,1139300
35-44,New Mexico,1999,685,283621
35-44,New Mexico,2000,696,282009
35-44,New Mexico,2001,727,276850
35-44,New Mexico,2002,733,272359
35-44,New Mexico,2003,712,267632
35-44,New Mexico,2004,672,264828
35-44,New Mexico,2005,655,262701
35-44,New Mexico,2006,692,259933
35-44,New Mexico,2007,656,257084
35-44,New Mexico,2008,739,252141
35-44,New Mexico,2009,673,249557
35-44,New Mexico,2010,612,248523
35-44,New Mexico,2011,639,246754
35-44,New Mexico,2012,635,245215
35-44,New Mexico,2013,623,244134
35-44,New Mexico,2014,680,243181
35-44,New Mexico,2015,733,243532
35-44,New Mexico,2016,727,242692
35-44,New Mexico,2017,721,245955
35-44,New Mexico,2018,772,250784
35-44,New York,1999,5717,3069824
35-44,New York,2000,5568,3074298
35-44,New York,2001,6283,3069645
35-44,New York,2002,5621,3039792
35-44,New York,2003,5106,3002778
35-44,New York,2004,4893,2959042
35-44,New York,2005,4693,2908547
35-44,New York,2006,4566,2856800
35-44,New York,2007,4333,2792430
35-44,New York,2008,4068,2726256
35-44,New York,2009,3870,2654219
35-44,New York,2010,3573,2610017
35-44,New York,2011,3523,2560765
35-44,New York,2012,3360,2539594
35-44,New York,2013,3374,2519967
35-44,New York,2014,3349,2507973
35-44,New York,2015,3392,2495739
35-44,New York,2016,3700,2462561
35-44,New York,2017,3648,2465837
35-44,New York,2018,3634,2431864
35-44,North Carolina,1999,2803,1279369
35-44,North Carolina,2000,2850,1287120
35-44,North Carolina,2001,2968,1296653
35-44,North Carolina,2002,2922,1294918
35-44,North Carolina,2003,2864,1292975
35-44,North Carolina,2004,2910,1296123
35-44,North Carolina,2005,2724,1307014
35-44,North Carolina,2006,2887,1326333
35-44,North Carolina,2007,2775,1342822
35-44,North Carolina,2008,2596,1347032
35-44,North Carolina,2009,2581,1336480
35-44,North Carolina,2010,2411,1327151
35-44,North Carolina,2011,2304,1316460
35-44,North Carolina,2012,2417,1312404
35-44,North Carolina,2013,2410,1308964
35-44,North Carolina,2014,2458,1302758
35-44,North Carolina,2015,2509,1295812
35-44,North Carolina,2016,2664,1290237
35-44,North Carolina,2017,2827,1290678
35-44,North Carolina,2018,2785,1295905
35-44,North Dakota,1999,150,99861
35-44,North Dakota,2000,153,98004
35-44,North Dakota,2001,149,94254
35-44,North Dakota,2002,150,91186
35-44,North Dakota,2003,146,87838
35-44,North Dakota,2004,120,85367
35-44,North Dakota,2005,129,82851
35-44,North Dakota,2006,121,80576
35-44,North Dakota,2007,113,78645
35-44,North Dakota,2008,138,76669
35-44,North Dakota,2009,136,75449
35-44,North Dakota,2010,133,75262
35-44,North Dakota,2011,126,75270
35-44,North Dakota,2012,160,76915
35-44,North Dakota,2013,164,79835
35-44,North Dakota,2014,143,82076
35-44,North Dakota,2015,175,84869
35-44,North Dakota,2016,174,86414
35-44,North Dakota,2017,150,88146
35-44,North Dakota,2018,184,90402
35-44,Ohio,1999,3525,1816873
35-44,Ohio,2000,3474,1805316
35-44,Ohio,2001,3477,1778152
35-44,Ohio,2002,3509,1741797
35-44,Ohio,2003,3373,1702959
35-44,Ohio,2004,3207,1671355
35-44,Ohio,2005,3378,1643149
35-44,Ohio,2006,3050,1617371
35-44,Ohio,2007,3044,1585776
35-44,Ohio,2008,3104,1547440
35-44,Ohio,2009,3010,1506297
35-44,Ohio,2010,2808,1479831
35-44,Ohio,2011,2865,1447885
35-44,Ohio,2012,2879,1428101
35-44,Ohio,2013,2898,1416905
35-44,Ohio,2014,3020,1407057
35-44,Ohio,2015,3185,1397157
35-44,Ohio,2016,3523,1380120
35-44,Ohio,2017,3885,1381218
35-44,Ohio,2018,3573,1391192
35-44,Oklahoma,1999,1251,527146
35-44,Oklahoma,2000,1352,523522
35-44,Oklahoma,2001,1256,514541
35-44,Oklahoma,2002,1283,504167
35-44,Oklahoma,2003,1288,493600
35-44,Oklahoma,2004,1288,485490
35-44,Oklahoma,2005,1300,478423
35-44,Oklahoma,2006,1213,475326
35-44,Oklahoma,2007,1184,471265
35-44,Oklahoma,2008,1229,464903
35-44,Oklahoma,2009,1186,461158
35-44,Oklahoma,2010,1149,460937
35-44,Oklahoma,2011,1130,459654
35-44,Oklahoma,2012,1168,462737
35-44,Oklahoma,2013,1231,467793
35-44,Oklahoma,2014,1237,471644
35-44,Oklahoma,2015,1255,476292
35-44,Oklahoma,2016,1332,478784
35-44,Oklahoma,2017,1243,483208
35-44,Oklahoma,2018,1230,490388
35-44,Oregon,1999,926,533397
35-44,Oregon,2000,902,526574
35-44,Oregon,2001,909,520127
35-44,Oregon,2002,927,513540
35-44,Oregon,2003,938,506688
35-44,Oregon,2004,945,502400
35-44,Oregon,2005,888,503737
35-44,Oregon,2006,861,505786
35-44,Oregon,2007,833,505171
35-44,Oregon,2008,853,502739
35-44,Oregon,2009,805,500286
35-44,Oregon,2010,756,499525
35-44,Oregon,2011,805,500775
35-44,Oregon,2012,750,505748
35-44,Oregon,2013,750,511750
35-44,Oregon,2014,809,516534
35-44,Oregon,2015,839,524109
35-44,Oregon,2016,776,531899
35-44,Oregon,2017,858,547174
35-44,Oregon,2018,813,559767
35-44,Pennsylvania,1999,3815,1957775
35-44,Pennsylvania,2000,3869,1948076
35-44,Pennsylvania,2001,3836,1921049
35-44,Pennsylvania,2002,3904,1887796
35-44,Pennsylvania,2003,3674,1851432
35-44,Pennsylvania,2004,3623,1817800
35-44,Pennsylvania,2005,3500,1789121
35-44,Pennsylvania,2006,3510,1763952
35-44,Pennsylvania,2007,3119,1732534
35-44,Pennsylvania,2008,3087,1692869
35-44,Pennsylvania,2009,2979,1647361
35-44,Pennsylvania,2010,2825,1615669
35-44,Pennsylvania,2011,2870,1576123
35-44,Pennsylvania,2012,2803,1549892
35-44,Pennsylvania,2013,2836,1529401
35-44,Pennsylvania,2014,2773,1512781
35-44,Pennsylvania,2015,2869,1499308
35-44,Pennsylvania,2016,3286,1481167
35-44,Pennsylvania,2017,3470,1485441
35-44,Pennsylvania,2018,3285,1498545
35-44,Rhode Island,1999,306,169805
35-44,Rhode Island,2000,309,170310
35-44,Rhode Island,2001,303,169880
35-44,Rhode Island,2002,310,168597
35-44,Rhode Island,2003,315,166646
35-44,Rhode Island,2004,251,163972
35-44,Rhode Island,2005,266,160411
35-44,Rhode Island,2006,238,155795
35-44,Rhode Island,2007,236,150924
35-44,Rhode Island,2008,239,145423
35-44,Rhode Island,2009,220,140223
35-44,Rhode Island,2010,212,136860
35-44,Rhode Island,2011,202,132072
35-44,Rhode Island,2012,195,128947
35-44,Rhode Island,2013,194,126471
35-44,Rhode Island,2014,194,125259
35-44,Rhode Island,2015,193,124128
35-44,Rhode Island,2016,227,122946
35-44,Rhode Island,2017,236,123492
35-44,Rhode Island,2018,220,124186
35-44,South Carolina,1999,1645,622283
35-44,South Carolina,2000,1660,625124
35-44,South Carolina,2001,1750,624451
35-44,South Carolina,2002,1685,618209
35-44,South Carolina,2003,1678,613055
35-44,South Carolina,2004,1580,611903
35-44,South Carolina,2005,1557,611097
35-44,South Carolina,2006,1603,614613
35-44,South Carolina,2007,1576,616398
35-44,South Carolina,2008,1459,616076
35-44,South Carolina,2009,1354,608228
35-44,South Carolina,2010,1381,601292
35-44,South Carolina,2011,1364,593290
35-44,South Carolina,2012,1301,592894
35-44,South Carolina,2013,1370,594770
35-44,South Carolina,2014,1356,595609
35-44,South Carolina,2015,1470,597298
35-44,South Carolina,2016,1513,599410
35-44,South Carolina,2017,1552,604153
35-44,South Carolina,2018,1590,611397
35-44,South Dakota,1999,214,115768
35-44,South Dakota,2000,193,115386
35-44,South Dakota,2001,192,112921
35-44,South Dakota,2002,205,110068
35-44,South Dakota,2003,204,107121
35-44,South Dakota,2004,190,104780
35-44,South Dakota,2005,194,102249
35-44,South Dakota,2006,185,100371
35-44,South Dakota,2007,146,97970
35-44,South Dakota,2008,173,95531
35-44,South Dakota,2009,172,93767
35-44,South Dakota,2010,162,93112
35-44,South Dakota,2011,164,92899
35-44,South Dakota,2012,169,93896
35-44,South Dakota,2013,187,94707
35-44,South Dakota,2014,217,95716
35-44,South Dakota,2015,197,96949
35-44,South Dakota,2016,210,98592
35-44,South Dakota,2017,214,100994
35-44,South Dakota,2018,187,103909
35-44,Tennessee,1999,2279,899580
35-44,Tennessee,2000,2319,902527
35-44,Tennessee,2001,2334,899123
35-44,Tennessee,2002,2466,889238
35-44,Tennessee,2003,2514,880690
35-44,Tennessee,2004,2318,875946
35-44,Tennessee,2005,2352,876071
35-44,Tennessee,2006,2339,881759
35-44,Tennessee,2007,2231,882048
35-44,Tennessee,2008,2131,875451
35-44,Tennessee,2009,2076,862870
35-44,Tennessee,2010,2062,854130
35-44,Tennessee,2011,2058,843941
35-44,Tennessee,2012,2010,841915
35-44,Tennessee,2013,2033,841476
35-44,Tennessee,2014,2132,840148
35-44,Tennessee,2015,2128,837242
35-44,Tennessee,2016,2185,831284
35-44,Tennessee,2017,2335,834564
35-44,Tennessee,2018,2288,840267
35-44,Texas,1999,6518,3301216
35-44,Texas,2000,6576,3322238
35-44,Texas,2001,6747,3343406
35-44,Texas,2002,6891,3333037
35-44,Texas,2003,6834,3321562
35-44,Texas,2004,6561,3325972
35-44,Texas,2005,6599,3336620
35-44,Texas,2006,6399,3380287
35-44,Texas,2007,6332,3409906
35-44,Texas,2008,6305,3425430
35-44,Texas,2009,6025,3441890
35-44,Texas,2010,5782,3458382
35-44,Texas,2011,5722,3492402
35-44,Texas,2012,5723,3535724
35-44,Texas,2013,5892,3574508
35-44,Texas,2014,6099,3634885
35-44,Texas,2015,6177,3694015
35-44,Texas,2016,6292,3726287
35-44,Texas,2017,6573,3804749
35-44,Texas,2018,6649,3881772
35-44,Utah,1999,556,299254
35-44,Utah,2000,518,299536
35-44,Utah,2001,507,299147
35-44,Utah,2002,545,297530
35-44,Utah,2003,549,295736
35-44,Utah,2004,509,296022
35-44,Utah,2005,522,299684
35-44,Utah,2006,537,305466
35-44,Utah,2007,548,312280
35-44,Utah,2008,500,317481
35-44,Utah,2009,549,325022
35-44,Utah,2010,562,332475
35-44,Utah,2011,535,343550
35-44,Utah,2012,588,356699
35-44,Utah,2013,567,372699
35-44,Utah,2014,657,386350
35-44,Utah,2015,668,399342
35-44,Utah,2016,708,410933
35-44,Utah,2017,717,422547
35-44,Utah,2018,758,434614
35-44,Vermont,1999,154,102614
35-44,Vermont,2000,170,101889
35-44,Vermont,2001,153,100275
35-44,Vermont,2002,131,98244
35-44,Vermont,2003,141,95731
35-44,Vermont,2004,124,93396
35-44,Vermont,2005,127,91466
35-44,Vermont,2006,141,89295
35-44,Vermont,2007,131,86527
35-44,Vermont,2008,121,83517
35-44,Vermont,2009,107,80278
35-44,Vermont,2010,98,78359
35-44,Vermont,2011,130,75855
35-44,Vermont,2012,96,74138
35-44,Vermont,2013,125,72987
35-44,Vermont,2014,105,71584
35-44,Vermont,2015,114,70630
35-44,Vermont,2016,120,69504
35-44,Vermont,2017,138,69651
35-44,Vermont,2018,148,70601
35-44,Virginia,1999,2193,1190633
35-44,Virginia,2000,2229,1200690
35-44,Virginia,2001,2214,1201766
35-44,Virginia,2002,2221,1194363
35-44,Virginia,2003,2247,1182533
35-44,Virginia,2004,1962,1175718
35-44,Virginia,2005,2016,1170955
35-44,Virginia,2006,2002,1166675
35-44,Virginia,2007,1939,1154325
35-44,Virginia,2008,1840,1138267
35-44,Virginia,2009,1781,1119284
35-44,Virginia,2010,1727,1108928
35-44,Virginia,2011,1637,1093634
35-44,Virginia,2012,1675,1092060
35-44,Virginia,2013,1584,1089286
35-44,Virginia,2014,1699,1088765
35-44,Virginia,2015,1731,1089472
35-44,Virginia,2016,1828,1085925
35-44,Virginia,2017,1862,1093732
35-44,Virginia,2018,1889,1104883
35-44,Washington,1999,1580,981585
35-44,Washington,2000,1545,975087
35-44,Washington,2001,1475,968340
35-44,Washington,2002,1567,955040
35-44,Washington,2003,1569,941125
35-44,Washington,2004,1508,936402
35-44,Washington,2005,1404,935472
35-44,Washington,2006,1409,936062
35-44,Washington,2007,1375,931094
35-44,Washington,2008,1334,920387
35-44,Washington,2009,1328,912444
35-44,Washington,2010,1294,908305
35-44,Washington,2011,1285,906719
35-44,Washington,2012,1220,911009
35-44,Washington,2013,1240,913483
35-44,Washington,2014,1248,918559
35-44,Washington,2015,1314,927922
35-44,Washington,2016,1337,941493
35-44,Washington,2017,1443,973049
35-44,Washington,2018,1490,1002869
35-44,West Virginia,1999,662,275657
35-44,West Virginia,2000,664,272249
35-44,West Virginia,2001,711,265388
35-44,West Virginia,2002,710,259505
35-44,West Virginia,2003,734,254361
35-44,West Virginia,2004,674,250521
35-44,West Virginia,2005,686,247209
35-44,West Virginia,2006,673,246442
35-44,West Virginia,2007,693,244664
35-44,West Virginia,2008,685,242737
35-44,West Virginia,2009,679,239124
35-44,West Virginia,2010,660,237494
35-44,West Virginia,2011,748,234090
35-44,West Virginia,2012,695,232341
35-44,West Virginia,2013,664,231626
35-44,West Virginia,2014,711,229785
35-44,West Virginia,2015,712,227481
35-44,West Virginia,2016,810,222833
35-44,West Virginia,2017,836,218844
35-44,West Virginia,2018,771,216760
35-44,Wisconsin,1999,1258,876972
35-44,Wisconsin,2000,1425,875522
35-44,Wisconsin,2001,1368,869127
35-44,Wisconsin,2002,1394,859224
35-44,Wisconsin,2003,1314,845061
35-44,Wisconsin,2004,1233,831100
35-44,Wisconsin,2005,1322,816937
35-44,Wisconsin,2006,1310,801325
35-44,Wisconsin,2007,1240,783369
35-44,Wisconsin,2008,1123,760990
35-44,Wisconsin,2009,1131,739085
35-44,Wisconsin,2010,1068,725666
35-44,Wisconsin,2011,1029,708933
35-44,Wisconsin,2012,1070,699094
35-44,Wisconsin,2013,1082,694378
35-44,Wisconsin,2014,1059,690846
35-44,Wisconsin,2015,1082,689998
35-44,Wisconsin,2016,1143,686760
35-44,Wisconsin,2017,1181,694136
35-44,Wisconsin,2018,1167,704716
35-44,Wyoming,1999,160,80503
35-44,Wyoming,2000,162,78765
35-44,Wyoming,2001,157,75864
35-44,Wyoming,2002,155,73169
35-44,Wyoming,2003,180,70505
35-44,Wyoming,2004,126,68593
35-44,Wyoming,2005,150,67128
35-44,Wyoming,2006,139,66545
35-44,Wyoming,2007,177,66551
35-44,Wyoming,2008,147,66790
35-44,Wyoming,2009,145,67095
35-44,Wyoming,2010,131,66966
35-44,Wyoming,2011,145,66673
35-44,Wyoming,2012,141,68268
35-44,Wyoming,2013,129,69228
35-44,Wyoming,2014,148,69930
35-44,Wyoming,2015,171,70799
35-44,Wyoming,2016,167,71334
35-44,Wyoming,2017,153,71619
35-44,Wyoming,2018,156,72713
45-54,Alabama,1999,3157,585651
45-54,Alabama,2000,3265,600209
45-54,Alabama,2001,3495,623455
45-54,Alabama,2002,3574,629906
45-54,Alabama,2003,3738,639357
45-54,Alabama,2004,3743,648373
45-54,Alabama,2005,3924,659231
45-54,Alabama,2006,4020,671910
45-54,Alabama,2007,3957,680795
45-54,Alabama,2008,4158,688154
45-54,Alabama,2009,4079,692734
45-54,Alabama,2010,4040,693854
45-54,Alabama,2011,4043,685148
45-54,Alabama,2012,3963,673464
45-54,Alabama,2013,4018,664435
45-54,Alabama,2014,3780,656585
45-54,Alabama,2015,3975,649442
45-54,Alabama,2016,3870,644018
45-54,Alabama,2017,3624,636632
45-54,Alabama,2018,3596,627458
45-54,Alaska,1999,310,92120
45-54,Alaska,2000,358,94952
45-54,Alaska,2001,400,99953
45-54,Alaska,2002,427,102844
45-54,Alaska,2003,395,105868
45-54,Alaska,2004,408,108069
45-54,Alaska,2005,423,109846
45-54,Alaska,2006,430,111530
45-54,Alaska,2007,466,111676
45-54,Alaska,2008,443,111163
45-54,Alaska,2009,487,112318
45-54,Alaska,2010,466,111026
45-54,Alaska,2011,462,109611
45-54,Alaska,2012,455,106266
45-54,Alaska,2013,421,100482
45-54,Alaska,2014,448,97583
45-54,Alaska,2015,433,94440
45-54,Alaska,2016,399,94167
45-54,Alaska,2017,405,91285
45-54,Alaska,2018,401,88117
45-54,Arizona,1999,2660,604767
45-54,Arizona,2000,2783,627904
45-54,Arizona,2001,2864,664404
45-54,Arizona,2002,3160,682453
45-54,Arizona,2003,3232,703231
45-54,Arizona,2004,3217,726370
45-54,Arizona,2005,3496,756024
45-54,Arizona,2006,3503,784538
45-54,Arizona,2007,3455,807802
45-54,Arizona,2008,3484,825478
45-54,Arizona,2009,3503,836017
45-54,Arizona,2010,3479,842546
45-54,Arizona,2011,3463,842402
45-54,Arizona,2012,3438,839039
45-54,Arizona,2013,3477,836217
45-54,Arizona,2014,3424,839503
45-54,Arizona,2015,3490,843768
45-54,Arizona,2016,3640,846897
45-54,Arizona,2017,3464,847764
45-54,Arizona,2018,3480,850790
45-54,Arkansas,1999,1734,340043
45-54,Arkansas,2000,1808,349519
45-54,Arkansas,2001,1865,363232
45-54,Arkansas,2002,1967,366034
45-54,Arkansas,2003,2079,370826
45-54,Arkansas,2004,2116,376080
45-54,Arkansas,2005,2138,383112
45-54,Arkansas,2006,2198,391289
45-54,Arkansas,2007,2294,396686
45-54,Arkansas,2008,2401,401762
45-54,Arkansas,2009,2405,405489
45-54,Arkansas,2010,2365,407266
45-54,Arkansas,2011,2335,403512
45-54,Arkansas,2012,2262,396935
45-54,Arkansas,2013,2194,391101
45-54,Arkansas,2014,2278,385750
45-54,Arkansas,2015,2242,382362
45-54,Arkansas,2016,2152,378897
45-54,Arkansas,2017,2197,374651
45-54,Arkansas,2018,2059,368667
45-54,California,1999,16051,4189310
45-54,California,2000,16430,4331635
45-54,California,2001,17495,4534278
45-54,California,2002,17509,4622331
45-54,California,2003,18562,4735416
45-54,California,2004,18408,4829266
45-54,California,2005,18743,4926826
45-54,California,2006,18992,5010240
45-54,California,2007,18860,5087486
45-54,California,2008,18211,5158516
45-54,California,2009,18530,5220443
45-54,California,2010,17140,5252371
45-54,California,2011,17494,5250438
45-54,California,2012,17217,5231936
45-54,California,2013,16822,5212165
45-54,California,2014,16665,5243544
45-54,California,2015,16582,5246813
45-54,California,2016,16370,5195297
45-54,California,2017,15822,5162688
45-54,California,2018,15465,5071974
45-54,Colorado,1999,1900,593059
45-54,Colorado,2000,2068,614125
45-54,Colorado,2001,2185,649273
45-54,Colorado,2002,2368,661761
45-54,Colorado,2003,2384,675924
45-54,Colorado,2004,2384,687453
45-54,Colorado,2005,2539,702618
45-54,Colorado,2006,2475,716963
45-54,Colorado,2007,2588,728891
45-54,Colorado,2008,2643,736903
45-54,Colorado,2009,2653,742434
45-54,Colorado,2010,2448,742698
45-54,Colorado,2011,2575,734382
45-54,Colorado,2012,2435,725419
45-54,Colorado,2013,2446,717115
45-54,Colorado,2014,2395,714315
45-54,Colorado,2015,2375,714364
45-54,Colorado,2016,2441,717723
45-54,Colorado,2017,2378,715133
45-54,Colorado,2018,2309,710171
45-54,Connecticut,1999,1642,469320
45-54,Connecticut,2000,1732,480807
45-54,Connecticut,2001,1720,500419
45-54,Connecticut,2002,1771,505227
45-54,Connecticut,2003,1776,515928
45-54,Connecticut,2004,1775,526547
45-54,Connecticut,2005,1764,538362
45-54,Connecticut,2006,1794,550459
45-54,Connecticut,2007,1813,559120
45-54,Connecticut,2008,1835,566046
45-54,Connecticut,2009,1793,572740
45-54,Connecticut,2010,1770,575597
45-54,Connecticut,2011,1768,572499
45-54,Connecticut,2012,1834,566537
45-54,Connecticut,2013,1746,556378
45-54,Connecticut,2014,1724,547253
45-54,Connecticut,2015,1692,537967
45-54,Connecticut,2016,1652,524150
45-54,Connecticut,2017,1602,512317
45-54,Connecticut,2018,1624,494951
45-54,Delaware,1999,426,100828
45-54,Delaware,2000,441,103999
45-54,Delaware,2001,497,109563
45-54,Delaware,2002,512,111493
45-54,Delaware,2003,576,114541
45-54,Delaware,2004,535,117821
45-54,Delaware,2005,560,121443
45-54,Delaware,2006,572,124712
45-54,Delaware,2007,589,127926
45-54,Delaware,2008,646,130321
45-54,Delaware,2009,636,132682
45-54,Delaware,2010,627,133554
45-54,Delaware,2011,606,133296
45-54,Delaware,2012,622,132413
45-54,Delaware,2013,602,130997
45-54,Delaware,2014,535,129592
45-54,Delaware,2015,547,128808
45-54,Delaware,2016,537,127686
45-54,Delaware,2017,567,125533
45-54,Delaware,2018,555,122491
45-54,District of Columbia,1999,646,73239
45-54,District of Columbia,2000,633,75310
45-54,District of Columbia,2001,678,77125
45-54,District of Columbia,2002,712,76836
45-54,District of Columbia,2003,682,76007
45-54,District of Columbia,2004,614,75563
45-54,District of Columbia,2005,642,75180
45-54,District of Columbia,2006,613,74510
45-54,District of Columbia,2007,561,74489
45-54,District of Columbia,2008,554,74908
45-54,District of Columbia,2009,526,75543
45-54,District of Columbia,2010,497,75703
45-54,District of Columbia,2011,451,75830
45-54,District of Columbia,2012,428,75690
45-54,District of Columbia,2013,414,76199
45-54,District of Columbia,2014,433,76624
45-54,District of Columbia,2015,406,77493
45-54,District of Columbia,2016,447,77521
45-54,District of Columbia,2017,436,76215
45-54,District of Columbia,2018,399,75453
45-54,Florida,1999,9178,1991942
