Age_Group,State,Year,deaths,population
45-54,Virginia,2017,4128,1149003
45-54,Virginia,2018,4155,1125384
45-54,Washington,1999,2730,823218
45-54,Washington,2000,2927,845972
45-54,Washington,2001,3022,884847
45-54,Washington,2002,3236,897507
45-54,Washington,2003,3298,914898
45-54,Washington,2004,3277,932340
45-54,Washington,2005,3467,948345
45-54,Washington,2006,3402,965611
45-54,Washington,2007,3420,979052
45-54,Washington,2008,3530,985424
45-54,Washington,2009,3535,989369
45-54,Washington,2010,3342,988205
45-54,Washington,2011,3272,976313
45-54,Washington,2012,3326,964294
45-54,Washington,2013,3226,951348
45-54,Washington,2014,3266,945765
45-54,Washington,2015,3251,946393
45-54,Washington,2016,3180,947910
45-54,Washington,2017,3193,944695
45-54,Washington,2018,2996,933531
45-54,West Virginia,1999,1186,264484
45-54,West Virginia,2000,1292,270466
45-54,West Virginia,2001,1384,278869
45-54,West Virginia,2002,1432,279419
45-54,West Virginia,2003,1405,281534
45-54,West Virginia,2004,1405,282119
45-54,West Virginia,2005,1499,282387
45-54,West Virginia,2006,1589,281943
45-54,West Virginia,2007,1631,280693
45-54,West Virginia,2008,1535,278851
45-54,West Virginia,2009,1636,277570
45-54,West Virginia,2010,1577,276156
45-54,West Virginia,2011,1677,270449
45-54,West Virginia,2012,1601,263998
45-54,West Virginia,2013,1597,257708
45-54,West Virginia,2014,1556,251912
45-54,West Virginia,2015,1570,247696
45-54,West Virginia,2016,1589,243143
45-54,West Virginia,2017,1535,238921
45-54,West Virginia,2018,1540,234453
45-54,Wisconsin,1999,2365,709818
45-54,Wisconsin,2000,2588,732306
45-54,Wisconsin,2001,2653,767103
45-54,Wisconsin,2002,2744,781480
45-54,Wisconsin,2003,2765,800385
45-54,Wisconsin,2004,2722,818709
45-54,Wisconsin,2005,2884,836877
45-54,Wisconsin,2006,2840,852655
45-54,Wisconsin,2007,2952,862902
45-54,Wisconsin,2008,2896,871193
45-54,Wisconsin,2009,2906,875251
45-54,Wisconsin,2010,2908,873753
45-54,Wisconsin,2011,2971,864238
45-54,Wisconsin,2012,2872,850902
45-54,Wisconsin,2013,2953,833950
45-54,Wisconsin,2014,2802,816544
45-54,Wisconsin,2015,2765,799522
45-54,Wisconsin,2016,2834,779989
45-54,Wisconsin,2017,2719,760235
45-54,Wisconsin,2018,2551,737557
45-54,Wyoming,1999,277,71532
45-54,Wyoming,2000,278,74079
45-54,Wyoming,2001,313,77626
45-54,Wyoming,2002,316,79352
45-54,Wyoming,2003,323,80892
45-54,Wyoming,2004,329,82314
45-54,Wyoming,2005,317,83358
45-54,Wyoming,2006,355,84387
45-54,Wyoming,2007,341,85096
45-54,Wyoming,2008,389,84979
45-54,Wyoming,2009,325,84541
45-54,Wyoming,2010,381,83577
45-54,Wyoming,2011,344,80936
45-54,Wyoming,2012,347,78964
45-54,Wyoming,2013,342,76258
45-54,Wyoming,2014,328,73372
45-54,Wyoming,2015,316,71070
45-54,Wyoming,2016,283,69052
45-54,Wyoming,2017,277,66699
45-54,Wyoming,2018,296,64880
55+,Alabama,1999,37206,921243
55+,Alabama,2000,37567,928029
55+,Alabama,2001,37592,941919
55+,Alabama,2002,38261,966704
55+,Alabama,2003,38764,990475
55+,Alabama,2004,38089,1013686
55+,Alabama,2005,38919,1039199
55+,Alabama,2006,38389,1068114
55+,Alabama,2007,38334,1093227
55+,Alabama,2008,39349,1120690
55+,Alabama,2009,39335,1147604
55+,Alabama,2010,39996,1170141
55+,Alabama,2011,40663,1205067
55+,Alabama,2012,41298,1234684
55+,Alabama,2013,42191,1261989
55+,Alabama,2014,42383,1289841
55+,Alabama,2015,43857,1316720
55+,Alabama,2016,44145,1342890
55+,Alabama,2017,45374,1366137
55+,Alabama,2018,46517,1392208
55+,Alaska,1999,1840,75124
55+,Alaska,2000,1944,77815
55+,Alaska,2001,1970,82219
55+,Alaska,2002,1993,88311
55+,Alaska,2003,2211,93513
55+,Alaska,2004,2038,99818
55+,Alaska,2005,2188,105839
55+,Alaska,2006,2338,111483
55+,Alaska,2007,2404,117280
55+,Alaska,2008,2486,124004
55+,Alaska,2009,2570,131446
55+,Alaska,2010,2725,136136
55+,Alaska,2011,2836,144004
55+,Alaska,2012,2898,149940
55+,Alaska,2013,3006,153220
55+,Alaska,2014,3119,156532
55+,Alaska,2015,3262,160324
55+,Alaska,2016,3399,166108
55+,Alaska,2017,3328,171392
55+,Alaska,2018,3459,174760
55+,Arizona,1999,33379,1021559
55+,Arizona,2000,33582,1041686
55+,Arizona,2001,33811,1076588
55+,Arizona,2002,35285,1120468
55+,Arizona,2003,35730,1163366
55+,Arizona,2004,35588,1212097
55+,Arizona,2005,37763,1271342
55+,Arizona,2006,38062,1326740
55+,Arizona,2007,37489,1372154
55+,Arizona,2008,38208,1419582
55+,Arizona,2009,38125,1465423
55+,Arizona,2010,39401,1504659
55+,Arizona,2011,41002,1567825
55+,Arizona,2012,42110,1621941
55+,Arizona,2013,42958,1676502
55+,Arizona,2014,44037,1739359
55+,Arizona,2015,46642,1802966
55+,Arizona,2016,48626,1865232
55+,Arizona,2017,49715,1911272
55+,Arizona,2018,51076,1982252
55+,Arkansas,1999,23892,577751
55+,Arkansas,2000,23990,584310
55+,Arkansas,2001,23487,590820
55+,Arkansas,2002,24046,605476
55+,Arkansas,2003,23432,618054
55+,Arkansas,2004,22925,631374
55+,Arkansas,2005,23467,645618
55+,Arkansas,2006,23120,662839
55+,Arkansas,2007,23424,677530
55+,Arkansas,2008,24419,692826
55+,Arkansas,2009,23857,707604
55+,Arkansas,2010,24288,719570
55+,Arkansas,2011,25046,739647
55+,Arkansas,2012,25547,752822
55+,Arkansas,2013,25966,766969
55+,Arkansas,2014,25875,780814
55+,Arkansas,2015,27005,795689
55+,Arkansas,2016,27162,808399
55+,Arkansas,2017,27939,823118
55+,Arkansas,2018,27890,837277
55+,California,1999,192349,5690690
55+,California,2000,192086,5784094
55+,California,2001,195061,5942836
55+,California,2002,195553,6155142
55+,California,2003,198997,6346938
55+,California,2004,193041,6518284
55+,California,2005,196978,6698907
55+,California,2006,197214,6847451
55+,California,2007,194670,7028257
55+,California,2008,197672,7244738
55+,California,2009,195585,7485199
55+,California,2010,199744,7682039
55+,California,2011,205073,7984746
55+,California,2012,208324,8249677
55+,California,2013,214118,8526701
55+,California,2014,212106,8823997
55+,California,2015,224753,9110840
55+,California,2016,227462,9313020
55+,California,2017,234073,9535243
55+,California,2018,234913,9706666
55+,Colorado,1999,22269,692568
55+,Colorado,2000,22325,707164
55+,Colorado,2001,22988,733901
55+,Colorado,2002,23798,768935
55+,Colorado,2003,24058,801827
55+,Colorado,2004,22985,834076
55+,Colorado,2005,24142,871222
55+,Colorado,2006,24149,914394
55+,Colorado,2007,24597,956036
55+,Colorado,2008,25754,998882
55+,Colorado,2009,25599,1043651
55+,Colorado,2010,26303,1077656
55+,Colorado,2011,27203,1130643
55+,Colorado,2012,27920,1178609
55+,Colorado,2013,28499,1224280
55+,Colorado,2014,29913,1268674
55+,Colorado,2015,30995,1313206
55+,Colorado,2016,31811,1357063
55+,Colorado,2017,32408,1392254
55+,Colorado,2018,32828,1430465
55+,Connecticut,1999,25876,708994
55+,Connecticut,2000,26349,714523
55+,Connecticut,2001,26055,724410
55+,Connecticut,2002,26321,744321
55+,Connecticut,2003,25976,760175
55+,Connecticut,2004,25678,772550
55+,Connecticut,2005,25891,783940
55+,Connecticut,2006,25692,795474
55+,Connecticut,2007,25155,809967
55+,Connecticut,2008,25327,827771
55+,Connecticut,2009,25186,847954
55+,Connecticut,2010,25342,865113
55+,Connecticut,2011,26238,889923
55+,Connecticut,2012,25941,912017
55+,Connecticut,2013,26339,933684
55+,Connecticut,2014,26662,953399
55+,Connecticut,2015,27244,973648
55+,Connecticut,2016,27187,992030
55+,Connecticut,2017,27868,1020274
55+,Connecticut,2018,27827,1035055
55+,Delaware,1999,5662,160231
55+,Delaware,2000,5780,162696
55+,Delaware,2001,5957,166813
55+,Delaware,2002,5727,173313
55+,Delaware,2003,5875,179439
55+,Delaware,2004,5978,185748
55+,Delaware,2005,6319,192352
55+,Delaware,2006,5979,200246
55+,Delaware,2007,6139,206448
55+,Delaware,2008,6356,213897
55+,Delaware,2009,6321,219210
55+,Delaware,2010,6510,224462
55+,Delaware,2011,6669,233464
55+,Delaware,2012,6662,241369
55+,Delaware,2013,6827,250827
55+,Delaware,2014,7165,259988
55+,Delaware,2015,7413,269651
55+,Delaware,2016,7699,278508
55+,Delaware,2017,7945,287838
55+,Delaware,2018,8157,296888
55+,District of Columbia,1999,4596,110100
55+,District of Columbia,2000,4533,110706
55+,District of Columbia,2001,4422,111066
55+,District of Columbia,2002,4338,112737
55+,District of Columbia,2003,4116,113712
55+,District of Columbia,2004,4123,114773
55+,District of Columbia,2005,4142,115776
55+,District of Columbia,2006,4059,116637
55+,District of Columbia,2007,3988,117651
55+,District of Columbia,2008,3961,118654
55+,District of Columbia,2009,3776,120511
55+,District of Columbia,2010,3721,122471
55+,District of Columbia,2011,3699,126315
55+,District of Columbia,2012,3800,128424
55+,District of Columbia,2013,3927,130831
55+,District of Columbia,2014,3877,132551
55+,District of Columbia,2015,4010,135246
55+,District of Columbia,2016,4092,137365
55+,District of Columbia,2017,4028,141728
55+,District of Columbia,2018,4100,143452
55+,Florida,1999,141988,3984645
55+,Florida,2000,142058,4035323
55+,Florida,2001,144418,4126631
55+,Florida,2002,144337,4253312
55+,Florida,2003,144553,4368203
55+,Florida,2004,144608,4502867
55+,Florida,2005,145678,4640258
55+,Florida,2006,144660,4735876
55+,Florida,2007,142874,4834348
55+,Florida,2008,145668,4947457
55+,Florida,2009,145753,5058227
55+,Florida,2010,150678,5163145
55+,Florida,2011,151135,5326473
55+,Florida,2012,155073,5490740
55+,Florida,2013,159320,5648216
55+,Florida,2014,163837,5842999
55+,Florida,2015,168636,6055855
55+,Florida,2016,172341,6266101
55+,Florida,2017,178884,6456711
55+,Florida,2018,181384,6641253
55+,Georgia,1999,49836,1335255
55+,Georgia,2000,51149,1358874
55+,Georgia,2001,51287,1403610
55+,Georgia,2002,52126,1465439
55+,Georgia,2003,52974,1524241
55+,Georgia,2004,52260,1579770
55+,Georgia,2005,53093,1648106
55+,Georgia,2006,54034,1724715
55+,Georgia,2007,54531,1794012
55+,Georgia,2008,56168,1861565
55+,Georgia,2009,56334,1931740
55+,Georgia,2010,58407,1987769
55+,Georgia,2011,58496,2074219
55+,Georgia,2012,60430,2150727
55+,Georgia,2013,62288,2223125
55+,Georgia,2014,64073,2299547
55+,Georgia,2015,66838,2378149
55+,Georgia,2016,67897,2453338
55+,Georgia,2017,69755,2528775
55+,Georgia,2018,72029,2599458
55+,Hawaii,1999,6987,245178
55+,Hawaii,2000,6985,249998
55+,Hawaii,2001,7017,257471
55+,Hawaii,2002,7474,266011
55+,Hawaii,2003,7632,275173
55+,Hawaii,2004,7636,285619
55+,Hawaii,2005,7741,295951
55+,Hawaii,2006,7992,304598
55+,Hawaii,2007,8095,313509
55+,Hawaii,2008,8163,323072
55+,Hawaii,2009,8503,332949
55+,Hawaii,2010,8263,340462
55+,Hawaii,2011,8552,349442
55+,Hawaii,2012,8973,357378
55+,Hawaii,2013,9171,363615
55+,Hawaii,2014,9451,371052
55+,Hawaii,2015,9762,378054
55+,Hawaii,2016,9612,389416
55+,Hawaii,2017,10012,396291
55+,Hawaii,2018,10155,400650
55+,Idaho,1999,8174,231268
55+,Idaho,2000,8192,235388
55+,Idaho,2001,8280,242973
55+,Idaho,2002,8402,253287
55+,Idaho,2003,8781,263234
55+,Idaho,2004,8442,274232
55+,Idaho,2005,9003,287291
55+,Idaho,2006,8974,301862
55+,Idaho,2007,9176,314979
55+,Idaho,2008,9368,327742
55+,Idaho,2009,9442,340049
55+,Idaho,2010,9853,349739
55+,Idaho,2011,10434,365066
55+,Idaho,2012,10425,378133
55+,Idaho,2013,10768,392016
55+,Idaho,2014,10971,405592
55+,Idaho,2015,11407,419130
55+,Idaho,2016,11720,434804
55+,Idaho,2017,12352,448041
55+,Idaho,2018,12519,463713
55+,Illinois,1999,92331,2340732
55+,Illinois,2000,90526,2348627
55+,Illinois,2001,89262,2369536
55+,Illinois,2002,90367,2423161
55+,Illinois,2003,89325,2470184
55+,Illinois,2004,87063,2514572
55+,Illinois,2005,88467,2563423
55+,Illinois,2006,86884,2610948
55+,Illinois,2007,85494,2664974
55+,Illinois,2008,88319,2724753
55+,Illinois,2009,85314,2790163
55+,Illinois,2010,85815,2847508
55+,Illinois,2011,87990,2935200
55+,Illinois,2012,88648,3004480
55+,Illinois,2013,90143,3080838
55+,Illinois,2014,91871,3151561
55+,Illinois,2015,93483,3216176
55+,Illinois,2016,93077,3267494
55+,Illinois,2017,95877,3345689
55+,Illinois,2018,96370,3391474
55+,Indiana,1999,47508,1183601
55+,Indiana,2000,47496,1191117
55+,Indiana,2001,47028,1205358
55+,Indiana,2002,47193,1238099
55+,Indiana,2003,47574,1266687
55+,Indiana,2004,45972,1294619
55+,Indiana,2005,47193,1325606
55+,Indiana,2006,46868,1358344
55+,Indiana,2007,45578,1392263
55+,Indiana,2008,48415,1427534
55+,Indiana,2009,47378,1464736
55+,Indiana,2010,48365,1494979
55+,Indiana,2011,49736,1541486
55+,Indiana,2012,50824,1579850
55+,Indiana,2013,52235,1619686
55+,Indiana,2014,52402,1657402
55+,Indiana,2015,54030,1694081
55+,Indiana,2016,54404,1727561
55+,Indiana,2017,56268,1765437
55+,Indiana,2018,56946,1797497
55+,Iowa,1999,25582,627999
55+,Iowa,2000,25129,628507
55+,Iowa,2001,24933,631955
55+,Iowa,2002,25113,643569
55+,Iowa,2003,25011,653798
55+,Iowa,2004,24017,665082
55+,Iowa,2005,24778,676864
55+,Iowa,2006,24418,690875
55+,Iowa,2007,24205,707026
55+,Iowa,2008,25376,722057
55+,Iowa,2009,24561,738012
55+,Iowa,2010,24697,750980
55+,Iowa,2011,25172,770129
55+,Iowa,2012,25404,786565
55+,Iowa,2013,25975,803929
55+,Iowa,2014,26260,819788
55+,Iowa,2015,26726,837008
55+,Iowa,2016,26429,851513
55+,Iowa,2017,27506,864279
55+,Iowa,2018,27465,878276
55+,Kansas,1999,21375,522911
55+,Kansas,2000,21628,524712
55+,Kansas,2001,21399,529549
55+,Kansas,2002,21637,541912
55+,Kansas,2003,21308,552808
55+,Kansas,2004,20437,564171
55+,Kansas,2005,21278,576369
55+,Kansas,2006,21130,589247
55+,Kansas,2007,21067,603425
55+,Kansas,2008,21651,617684
55+,Kansas,2009,20683,634268
55+,Kansas,2010,21183,648045
55+,Kansas,2011,21812,667407
55+,Kansas,2012,21858,683211
55+,Kansas,2013,22207,698919
55+,Kansas,2014,22639,714094
55+,Kansas,2015,23443,728988
55+,Kansas,2016,23132,744383
55+,Kansas,2017,23872,758265
55+,Kansas,2018,24398,770130
55+,Kentucky,1999,33679,810791
55+,Kentucky,2000,33560,819127
55+,Kentucky,2001,33688,830784
55+,Kentucky,2002,34344,855862
55+,Kentucky,2003,33742,878757
55+,Kentucky,2004,32070,900023
55+,Kentucky,2005,33612,925941
55+,Kentucky,2006,33338,952782
55+,Kentucky,2007,33460,976618
55+,Kentucky,2008,34630,1002724
55+,Kentucky,2009,34424,1026966
55+,Kentucky,2010,35046,1048012
55+,Kentucky,2011,35633,1080846
55+,Kentucky,2012,36588,1104460
55+,Kentucky,2013,37159,1131311
55+,Kentucky,2014,37840,1156741
55+,Kentucky,2015,39343,1180949
55+,Kentucky,2016,40277,1203098
55+,Kentucky,2017,40731,1226295
55+,Kentucky,2018,41681,1247353
55+,Louisiana,1999,33507,829793
55+,Louisiana,2000,33261,837301
55+,Louisiana,2001,33650,849194
55+,Louisiana,2002,33685,874232
55+,Louisiana,2003,34336,896574
55+,Louisiana,2004,33556,917665
55+,Louisiana,2005,35362,940995
55+,Louisiana,2006,31803,920975
55+,Louisiana,2007,31797,946616
55+,Louisiana,2008,33166,974850
55+,Louisiana,2009,32516,1004201
55+,Louisiana,2010,33169,1027733
55+,Louisiana,2011,33566,1063961
55+,Louisiana,2012,34976,1091352
55+,Louisiana,2013,35801,1117851
55+,Louisiana,2014,36379,1146334
55+,Louisiana,2015,36293,1174645
55+,Louisiana,2016,36807,1200003
55+,Louisiana,2017,38384,1223646
55+,Louisiana,2018,38902,1243649
55+,Maine,1999,10945,278610
55+,Maine,2000,10978,283273
55+,Maine,2001,11061,288879
55+,Maine,2002,11272,299147
55+,Maine,2003,11126,308264
55+,Maine,2004,10989,317430
55+,Maine,2005,11358,326562
55+,Maine,2006,10753,336441
55+,Maine,2007,11055,346039
55+,Maine,2008,11107,356078
55+,Maine,2009,11169,366232
55+,Maine,2010,11342,374045
55+,Maine,2011,11604,386375
55+,Maine,2012,11455,397351
55+,Maine,2013,12147,408050
55+,Maine,2014,12077,418161
55+,Maine,2015,12971,427117
55+,Maine,2016,12628,435683
55+,Maine,2017,13119,444918
55+,Maine,2018,13263,454561
55+,Maryland,1999,35398,988251
55+,Maryland,2000,36041,1002781
55+,Maryland,2001,35902,1027757
55+,Maryland,2002,35963,1066270
55+,Maryland,2003,36361,1098433
55+,Maryland,2004,35200,1129521
55+,Maryland,2005,36158,1155858
55+,Maryland,2006,35708,1180488
55+,Maryland,2007,35893,1206954
55+,Maryland,2008,36417,1238987
55+,Maryland,2009,36573,1275456
55+,Maryland,2010,36528,1305284
55+,Maryland,2011,37049,1353450
55+,Maryland,2012,37827,1393938
55+,Maryland,2013,39062,1436182
55+,Maryland,2014,39207,1476643
55+,Maryland,2015,40333,1518085
55+,Maryland,2016,41280,1555347
55+,Maryland,2017,42357,1596180
55+,Maryland,2018,43197,1625467
55+,Massachusetts,1999,49569,1278170
55+,Massachusetts,2000,50239,1289877
55+,Massachusetts,2001,49897,1303851
55+,Massachusetts,2002,50044,1337624
55+,Massachusetts,2003,49391,1361359
55+,Massachusetts,2004,47906,1383894
55+,Massachusetts,2005,47413,1405109
55+,Massachusetts,2006,47139,1428088
55+,Massachusetts,2007,46622,1456619
55+,Massachusetts,2008,47397,1490391
55+,Massachusetts,2009,46030,1528398
55+,Massachusetts,2010,46667,1560894
55+,Massachusetts,2011,47706,1609675
55+,Massachusetts,2012,47318,1655412
55+,Massachusetts,2013,48580,1700559
55+,Massachusetts,2014,48852,1744341
55+,Massachusetts,2015,51204,1791509
55+,Massachusetts,2016,50172,1832162
55+,Massachusetts,2017,51970,1879571
55+,Massachusetts,2018,52730,1918415
55+,Michigan,1999,73898,1924634
55+,Michigan,2000,73622,1939597
55+,Michigan,2001,72913,1965633
55+,Michigan,2002,74023,2020172
55+,Michigan,2003,73283,2066352
55+,Michigan,2004,71934,2113947
55+,Michigan,2005,73418,2160296
55+,Michigan,2006,72725,2209689
55+,Michigan,2007,73484,2262582
55+,Michigan,2008,75526,2316148
55+,Michigan,2009,73732,2373334
55+,Michigan,2010,75419,2421646
55+,Michigan,2011,76970,2494053
55+,Michigan,2012,77837,2560637
55+,Michigan,2013,80293,2626267
55+,Michigan,2014,82016,2685563
55+,Michigan,2015,83017,2741645
55+,Michigan,2016,83875,2791244
55+,Michigan,2017,85287,2853668
55+,Michigan,2018,86653,2905422
55+,Minnesota,1999,33955,903311
55+,Minnesota,2000,33033,913534
55+,Minnesota,2001,33129,930367
55+,Minnesota,2002,33663,959432
55+,Minnesota,2003,32830,984600
55+,Minnesota,2004,32426,1010468
55+,Minnesota,2005,32772,1037560
55+,Minnesota,2006,32205,1069112
55+,Minnesota,2007,32486,1103119
55+,Minnesota,2008,33717,1137832
55+,Minnesota,2009,33166,1175911
55+,Minnesota,2010,34385,1205821
55+,Minnesota,2011,35221,1252369
55+,Minnesota,2012,35429,1292567
55+,Minnesota,2013,36349,1336238
55+,Minnesota,2014,36939,1375316
55+,Minnesota,2015,38192,1415405
55+,Minnesota,2016,38433,1452177
55+,Minnesota,2017,39645,1488667
55+,Minnesota,2018,40145,1522563
55+,Mississippi,1999,23011,542438
55+,Mississippi,2000,23319,546455
55+,Mississippi,2001,22895,554051
55+,Mississippi,2002,23410,569319
55+,Mississippi,2003,23015,582832
55+,Mississippi,2004,22401,597291
55+,Mississippi,2005,23399,612621
55+,Mississippi,2006,22684,624972
55+,Mississippi,2007,22627,639376
55+,Mississippi,2008,23505,654742
55+,Mississippi,2009,22905,669937
55+,Mississippi,2010,23688,683373
55+,Mississippi,2011,23933,703109
55+,Mississippi,2012,24431,720118
55+,Mississippi,2013,25504,735223
55+,Mississippi,2014,25422,751743
55+,Mississippi,2015,26636,767072
55+,Mississippi,2016,26568,780806
55+,Mississippi,2017,27278,794133
55+,Mississippi,2018,27332,808027
55+,Missouri,1999,48385,1155774
55+,Missouri,2000,47269,1164206
55+,Missouri,2001,47131,1179374
55+,Missouri,2002,47797,1209638
55+,Missouri,2003,47407,1235379
55+,Missouri,2004,45999,1261062
55+,Missouri,2005,46237,1288794
55+,Missouri,2006,46195,1320825
55+,Missouri,2007,45982,1351590
55+,Missouri,2008,48150,1383290
55+,Missouri,2009,45975,1418249
55+,Missouri,2010,47093,1447793
55+,Missouri,2011,47737,1490750
55+,Missouri,2012,48072,1525652
55+,Missouri,2013,49587,1562939
55+,Missouri,2014,50454,1597739
55+,Missouri,2015,51820,1633334
55+,Missouri,2016,51637,1665484
55+,Missouri,2017,53747,1701288
55+,Missouri,2018,54660,1731621
55+,Montana,1999,7032,188186
55+,Montana,2000,6989,190731
55+,Montana,2001,7163,194794
55+,Montana,2002,7292,201404
55+,Montana,2003,7200,207598
55+,Montana,2004,6914,215012
55+,Montana,2005,7240,222624
55+,Montana,2006,7210,231632
55+,Montana,2007,7346,240676
55+,Montana,2008,7653,249934
55+,Montana,2009,7408,258828
55+,Montana,2010,7598,265579
55+,Montana,2011,7832,275644
55+,Montana,2012,7756,284041
55+,Montana,2013,8262,292362
55+,Montana,2014,8244,299564
55+,Montana,2015,8606,307065
55+,Montana,2016,8656,314739
55+,Montana,2017,9016,320308
55+,Montana,2018,8862,327594
55+,Nebraska,1999,13800,338952
55+,Nebraska,2000,13217,339782
55+,Nebraska,2001,13329,342833
55+,Nebraska,2002,13807,350334
55+,Nebraska,2003,13633,356562
55+,Nebraska,2004,12893,364345
55+,Nebraska,2005,13172,372989
55+,Nebraska,2006,13023,382342
55+,Nebraska,2007,13373,391741
55+,Nebraska,2008,13604,401409
55+,Nebraska,2009,12979,412085
55+,Nebraska,2010,13438,420545
55+,Nebraska,2011,13714,433437
55+,Nebraska,2012,13881,443450
55+,Nebraska,2013,14005,453857
55+,Nebraska,2014,14092,464029
55+,Nebraska,2015,14909,475202
55+,Nebraska,2016,14476,485094
55+,Nebraska,2017,15102,494978
55+,Nebraska,2018,15067,503636
55+,Nevada,1999,12282,379528
55+,Nevada,2000,12314,392139
55+,Nevada,2001,13275,417381
55+,Nevada,2002,13727,444513
55+,Nevada,2003,14502,469940
55+,Nevada,2004,14590,496586
55+,Nevada,2005,15352,517007
55+,Nevada,2006,15232,537044
55+,Nevada,2007,14980,556648
55+,Nevada,2008,15779,574766
55+,Nevada,2009,15776,594003
55+,Nevada,2010,16236,609671
55+,Nevada,2011,16855,632794
55+,Nevada,2012,17527,657580
55+,Nevada,2013,18101,681717
55+,Nevada,2014,18387,709624
55+,Nevada,2015,19339,736643
55+,Nevada,2016,20240,762125
55+,Nevada,2017,21057,788344
55+,Nevada,2018,21128,809380
55+,New Hampshire,1999,8358,234542
55+,New Hampshire,2000,8466,239398
55+,New Hampshire,2001,8593,244927
55+,New Hampshire,2002,8598,255449
55+,New Hampshire,2003,8452,264814
55+,New Hampshire,2004,8857,275227
55+,New Hampshire,2005,8846,283416
55+,New Hampshire,2006,8788,293587
55+,New Hampshire,2007,9017,303607
55+,New Hampshire,2008,8996,314163
55+,New Hampshire,2009,8872,323891
55+,New Hampshire,2010,8961,331750
55+,New Hampshire,2011,9575,344937
55+,New Hampshire,2012,9515,356901
55+,New Hampshire,2013,9639,369067
55+,New Hampshire,2014,10176,380883
55+,New Hampshire,2015,10564,391845
55+,New Hampshire,2016,10670,403644
55+,New Hampshire,2017,11046,415387
55+,New Hampshire,2018,11289,427672
55+,New Jersey,1999,63948,1717599
55+,New Jersey,2000,64654,1731121
55+,New Jersey,2001,63871,1753076
55+,New Jersey,2002,63913,1797418
55+,New Jersey,2003,63695,1830035
55+,New Jersey,2004,61682,1857720
55+,New Jersey,2005,62302,1882914
55+,New Jersey,2006,60410,1908502
55+,New Jersey,2007,60475,1937525
55+,New Jersey,2008,60998,1973131
55+,New Jersey,2009,59579,2015522
55+,New Jersey,2010,60917,2052547
55+,New Jersey,2011,61727,2110106
55+,New Jersey,2012,61996,2164999
55+,New Jersey,2013,62836,2218905
55+,New Jersey,2014,62926,2272771
55+,New Jersey,2015,63919,2326406
55+,New Jersey,2016,64251,2369696
55+,New Jersey,2017,65658,2431340
55+,New Jersey,2018,66746,2455565
55+,New Mexico,1999,11021,340879
55+,New Mexico,2000,10798,347671
55+,New Mexico,2001,11357,357649
55+,New Mexico,2002,11544,372532
55+,New Mexico,2003,11918,386352
55+,New Mexico,2004,11430,400967
55+,New Mexico,2005,12020,418028
55+,New Mexico,2006,12302,436363
55+,New Mexico,2007,12446,452775
55+,New Mexico,2008,12857,468387
55+,New Mexico,2009,12623,484346
55+,New Mexico,2010,13006,497198
55+,New Mexico,2011,13458,514907
55+,New Mexico,2012,13683,527326
55+,New Mexico,2013,13922,538611
55+,New Mexico,2014,14459,550882
55+,New Mexico,2015,14539,563184
55+,New Mexico,2016,15203,576060
55+,New Mexico,2017,15546,587300
55+,New Mexico,2018,15856,599165
55+,New York,1999,137442,3790179
55+,New York,2000,135908,3824851
55+,New York,2001,135069,3876642
55+,New York,2002,135818,3971654
55+,New York,2003,134163,4041564
55+,New York,2004,131643,4109739
55+,New York,2005,131628,4168919
55+,New York,2006,128496,4219310
55+,New York,2007,127846,4288351
55+,New York,2008,129431,4364671
55+,New York,2009,127261,4453112
55+,New York,2010,127953,4530737
55+,New York,2011,130743,4649241
55+,New York,2012,131042,4758066
55+,New York,2013,132966,4865680
55+,New York,2014,132400,4968522
55+,New York,2015,135960,5074844
55+,New York,2016,135949,5161816
55+,New York,2017,137551,5306051
55+,New York,2018,140002,5351836
55+,North Carolina,1999,58104,1568030
55+,North Carolina,2000,60000,1587299
55+,North Carolina,2001,58878,1631255
55+,North Carolina,2002,59932,1696571
55+,North Carolina,2003,61137,1757023
55+,North Carolina,2004,59862,1814753
55+,North Carolina,2005,61975,1878887
55+,North Carolina,2006,61830,1956428
55+,North Carolina,2007,63138,2030278
55+,North Carolina,2008,64491,2102272
55+,North Carolina,2009,64508,2171735
55+,North Carolina,2010,66689,2225379
55+,North Carolina,2011,67836,2312519
55+,North Carolina,2012,69854,2387311
55+,North Carolina,2013,71315,2461465
55+,North Carolina,2014,73220,2535572
55+,North Carolina,2015,76752,2612280
55+,North Carolina,2016,77535,2692583
55+,North Carolina,2017,80015,2770178
55+,North Carolina,2018,81107,2846499
55+,North Dakota,1999,5465,132932
55+,North Dakota,2000,5232,133185
55+,North Dakota,2001,5388,133775
55+,North Dakota,2002,5243,135946
55+,North Dakota,2003,5396,137854
55+,North Dakota,2004,4993,140693
55+,North Dakota,2005,5065,143470
55+,North Dakota,2006,5175,146498
55+,North Dakota,2007,4871,150386
55+,North Dakota,2008,5199,154688
55+,North Dakota,2009,5172,158985
55+,North Dakota,2010,5254,162608
55+,North Dakota,2011,5233,167395
55+,North Dakota,2012,5239,171284
55+,North Dakota,2013,5412,175321
55+,North Dakota,2014,5425,179271
55+,North Dakota,2015,5373,183379
55+,North Dakota,2016,5431,186860
55+,North Dakota,2017,5614,189840
55+,North Dakota,2018,5674,192664
55+,Ohio,1999,94358,2334221
55+,Ohio,2000,93775,2339867
